family,feature,expected,actual,abs_diff,rel_diff_pct,tolerance_pct,status,oracle_tool,oracle_feature,image_source,settings,note
Added 2D shape geometric moments,CENTRAL_MOMENT_31,276480.0,0.0,276480.0,100.0,5.0,MISMATCH,scikit-image,regionprops.moments_central,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,CENTRAL_MOMENT_32,73820160.0,0.0,73820160.0,100.0,5.0,MISMATCH,scikit-image,regionprops.moments_central,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,CENTRAL_MOMENT_33,110592000.0,0.0,110592000.0,100.0,5.0,MISMATCH,scikit-image,regionprops.moments_central,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,HU_M1,0.16961805555555556,0.16935763888888888,0.0002604166666666796,0.1535312180143372,5.0,PASS,scikit-image,regionprops.moments_hu,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,HU_M2,0.0009337097921489199,0.0009336419753086421,6.781684027778838e-08,0.007263160443215324,5.0,PASS,scikit-image,regionprops.moments_hu,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,HU_M3,2.188241040265118e-06,0.0,2.188241040265118e-06,100.0,5.0,MISMATCH,scikit-image,regionprops.moments_hu,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,HU_M4,3.016618838526093e-05,0.0,3.016618838526093e-05,100.0,5.0,MISMATCH,scikit-image,regionprops.moments_hu,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,HU_M5,4.598098572281346e-10,0.0,4.598098572281346e-10,100.0,5.0,MISMATCH,scikit-image,regionprops.moments_hu,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,HU_M6,0.0023774353872890023,0.0,0.0023774353872890023,100.0,5.0,MISMATCH,scikit-image,regionprops.moments_hu,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,HU_M7,-2.360455963090865e-10,0.0,2.360455963090865e-10,100.0,5.0,MISMATCH,scikit-image,regionprops.moments_hu,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,NORM_CENTRAL_MOMENT_02,0.06953125,0.06940104166666666,0.0001302083333333398,0.18726591760300557,5.0,PASS,scikit-image,regionprops.moments_normalized,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,NORM_CENTRAL_MOMENT_03,0.002377268044727283,0.0,0.002377268044727283,100.0,5.0,MISMATCH,scikit-image,regionprops.moments_normalized,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,NORM_CENTRAL_MOMENT_11,0.00013020833333333333,0.0,0.00013020833333333333,100.0,5.0,MISMATCH,scikit-image,regionprops.moments_normalized,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,NORM_CENTRAL_MOMENT_12,0.0007934132099277308,0.0,0.0007934132099277308,100.0,5.0,MISMATCH,scikit-image,regionprops.moments_normalized,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,NORM_CENTRAL_MOMENT_20,0.10008680555555556,0.09995659722222222,0.0001302083333333398,0.13009540329575667,5.0,PASS,scikit-image,regionprops.moments_normalized,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,NORM_CENTRAL_MOMENT_21,0.0011420791898210656,0.0,0.0011420791898210656,100.0,5.0,MISMATCH,scikit-image,regionprops.moments_normalized,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,NORM_CENTRAL_MOMENT_30,0.003423265984407288,0.0,0.003423265984407288,100.0,5.0,MISMATCH,scikit-image,regionprops.moments_normalized,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,SPAT_MOMENT_00,1920.0,1920.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,SPAT_MOMENT_01,37440.0,37440.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,SPAT_MOMENT_02,985920.0,985920.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,SPAT_MOMENT_03,29203200.0,29203200.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,SPAT_MOMENT_10,45120.0,45120.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,SPAT_MOMENT_11,879840.0,879840.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,SPAT_MOMENT_12,23169120.0,23169120.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,SPAT_MOMENT_13,686275200.0,686275200.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,SPAT_MOMENT_20,1428800.0,1428800.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,SPAT_MOMENT_21,27861600.0,27861600.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,SPAT_MOMENT_22,733688800.0,733688800.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,SPAT_MOMENT_23,21732048000.0,21732048000.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D shape geometric moments,SPAT_MOMENT_30,50895360.0,50895360.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_CM_00,346635.0,346635.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments_weighted_central,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_CM_01,67720.0,-4.6202330850064754e-10,67720.00000000047,100.00000000000068,5.0,MISMATCH,scikit-image,regionprops.moments_weighted_central,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_CM_02,41456090.0,41442859.94994734,13230.050052657723,0.0319134053709786,5.0,PASS,scikit-image,regionprops.moments_weighted_central,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_CM_03,-145325666.0,-169617579.29906365,24291913.299063653,16.71550110017294,5.0,MISMATCH,scikit-image,regionprops.moments_weighted_central,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_CM_10,240984.0,4.51152004643518e-10,240983.99999999953,99.99999999999982,5.0,MISMATCH,scikit-image,regionprops.moments_weighted_central,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_CM_11,-4045396.0,-4092475.598078669,47079.59807866905,1.1637821879160668,5.0,PASS,scikit-image,regionprops.moments_weighted_central,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_CM_12,57516022.0,30294392.62744326,27221629.37255674,47.32877627134356,5.0,MISMATCH,scikit-image,regionprops.moments_weighted_central,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_CM_13,-1233664876.0,-1149919776.802983,83745099.19701695,6.788318353404832,5.0,MISMATCH,scikit-image,regionprops.moments_weighted_central,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_CM_20,63143698.0,62976163.59563805,167534.40436194837,0.26532244652815296,5.0,PASS,scikit-image,regionprops.moments_weighted_central,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_CM_21,32838808.0,26193059.735960696,6645748.264039304,20.237483236417425,5.0,MISMATCH,scikit-image,regionprops.moments_weighted_central,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_CM_22,7407669574.0,7335096618.144117,72572955.85588264,0.9797002300238216,5.0,PASS,scikit-image,regionprops.moments_weighted_central,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_CM_23,-20794765652.0,-23452202622.585,2657436970.584999,12.779355223603647,5.0,MISMATCH,scikit-image,regionprops.moments_weighted_central,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_CM_30,-100592700.0,-232054083.111037,131461383.11103699,130.68680243301648,5.0,MISMATCH,scikit-image,regionprops.moments_weighted_central,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_CM_31,-1511475334.0,-1540518263.5748043,29042929.574804306,1.921495437040609,5.0,PASS,scikit-image,regionprops.moments_weighted_central,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_CM_32,-1566202592.0,-16335606634.08877,14769404042.08877,943.0072531822734,5.0,MISMATCH,scikit-image,regionprops.moments_weighted_central,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_CM_33,-370723933282.0,-319341398857.81067,51382534424.18933,13.86005321245445,5.0,MISMATCH,scikit-image,regionprops.moments_weighted_central,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_HU1,0.000870534487572273,0.0008690300706446297,1.5044169276432796e-06,0.17281531623620838,5.0,PASS,scikit-image,regionprops.moments_weighted_hu,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_HU2,3.711280735125933e-08,3.675701917664155e-08,3.557881746177862e-10,0.9586668323158082,5.0,PASS,scikit-image,regionprops.moments_weighted_hu,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_HU3,2.6788774435431954e-11,3.3148083570532274e-11,6.35930913510032e-12,23.738708728269525,5.0,MISMATCH,scikit-image,regionprops.moments_weighted_hu,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_HU4,2.899160320092266e-12,1.2244454586070643e-11,9.345294265978376e-12,322.3448596896139,5.0,MISMATCH,scikit-image,regionprops.moments_weighted_hu,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_HU5,-2.1393783155778043e-23,-1.989812626583621e-22,1.7758747950258405e-22,830.0891815603036,5.0,MISMATCH,scikit-image,regionprops.moments_weighted_hu,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_HU6,-2.0542878280693274e-06,-6.668273467174134e-17,2.0542878280026447e-06,99.99999999675397,5.0,MISMATCH,scikit-image,regionprops.moments_weighted_hu,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_HU7,2.3835594243218353e-23,1.4580371645729015e-22,1.2196812221407178e-22,511.7058168112333,5.0,MISMATCH,scikit-image,regionprops.moments_weighted_hu,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_NCM_02,0.00034501939970375497,0.000344909292264119,1.1010743963596123e-07,0.03191340537097424,5.0,PASS,scikit-image,regionprops.moments_weighted_normalized,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_NCM_03,-2.0542878277179582e-06,-2.3976723321608722e-06,3.4338450444291403e-07,16.715501100172936,5.0,MISMATCH,scikit-image,regionprops.moments_weighted_normalized,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_NCM_11,-3.366791464134634e-05,-3.4059735834985114e-05,3.91821193638775e-07,1.163782187916069,5.0,PASS,scikit-image,regionprops.moments_weighted_normalized,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_NCM_12,8.130323235082115e-07,4.2823407410130395e-07,3.847982494069076e-07,47.32877627134356,5.0,MISMATCH,scikit-image,regionprops.moments_weighted_normalized,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_NCM_20,0.0005255150878685181,0.0005241207783805108,1.3943094880073184e-06,0.26532244652815173,5.0,PASS,scikit-image,regionprops.moments_weighted_normalized,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_NCM_21,4.642013032382532e-07,3.7025864231218054e-07,9.394266092607268e-08,20.237483236417418,5.0,MISMATCH,scikit-image,regionprops.moments_weighted_normalized,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_NCM_30,-1.4219536359618971e-06,-3.280259374880516e-06,1.858305738918619e-06,130.68680243301648,5.0,MISMATCH,scikit-image,regionprops.moments_weighted_normalized,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_RM_00,346635.0,346635.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments_weighted,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_RM_01,8040325.0,8040325.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments_weighted,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_RM_02,227941125.0,227941125.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments_weighted,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_RM_03,7040124229.0,7040124229.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments_weighted,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_RM_10,9253494.0,9253494.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments_weighted,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_RM_11,210545686.0,210545686.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments_weighted,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_RM_12,5925377592.0,5925377592.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments_weighted,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_RM_13,182290179472.0,182290179472.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments_weighted,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_RM_20,310000126.0,310000126.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments_weighted,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_RM_21,6998259834.0,6998259834.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments_weighted,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_RM_22,196352705268.0,196352705268.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments_weighted,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_RM_23,6030684350556.0,6030684350556.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments_weighted,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
Added 2D intensity geometric moments,IMOM_RM_30,11405788056.0,11405788056.0,0.0,0.0,5.0,PASS,scikit-image,regionprops.moments_weighted,tests/test_2d_geometric_moments.h,scikit-image regionprops on the added 48x40 2D fixture.,Direct scikit-image regionprops property.
