Family,Feature,NyxusExpected,ToolValue,AbsDiff,RelDiffPct,TolerancePct,Status,Tool,ImageSource,Note
Remaining 2D Zernike,ZERNIKE2D[10],0.049062071772591059,0.20283247362355611,0.15377040185096505,313.4201151629112,5,MISMATCH,"mahotas 1.4.18 features.zernike_moments(radius=4, degree=9)",tests/test_data.h shape2d_morphology_intensity*shape2d_morphology_mask,"Direct built-in Zernike moments, but normalization/order convention differs from current Nyxus ZERNIKE2D."
Remaining 2D Zernike,ZERNIKE2D[11],0.0040585552756590825,0.036432021325902404,0.03237346605024332,797.65985311081135,5,MISMATCH,"mahotas 1.4.18 features.zernike_moments(radius=4, degree=9)",tests/test_data.h shape2d_morphology_intensity*shape2d_morphology_mask,"Direct built-in Zernike moments, but normalization/order convention differs from current Nyxus ZERNIKE2D."
Remaining 2D Zernike,ZERNIKE2D[12],0.14488178557089382,0.19614919168364317,0.051267406112749353,35.385680753957224,5,MISMATCH,"mahotas 1.4.18 features.zernike_moments(radius=4, degree=9)",tests/test_data.h shape2d_morphology_intensity*shape2d_morphology_mask,"Direct built-in Zernike moments, but normalization/order convention differs from current Nyxus ZERNIKE2D."
Remaining 2D Zernike,ZERNIKE2D[13],0.23625456011991602,0.046040473083181661,0.19021408703673437,80.512345217881574,5,MISMATCH,"mahotas 1.4.18 features.zernike_moments(radius=4, degree=9)",tests/test_data.h shape2d_morphology_intensity*shape2d_morphology_mask,"Direct built-in Zernike moments, but normalization/order convention differs from current Nyxus ZERNIKE2D."
Remaining 2D Zernike,ZERNIKE2D[14],0.038032570269059741,0.090975022059387969,0.052942451790328228,139.20292900476929,5,MISMATCH,"mahotas 1.4.18 features.zernike_moments(radius=4, degree=9)",tests/test_data.h shape2d_morphology_intensity*shape2d_morphology_mask,"Direct built-in Zernike moments, but normalization/order convention differs from current Nyxus ZERNIKE2D."
Remaining 2D Zernike,ZERNIKE2D[15],0.0011694758904577424,0.029419177520757758,0.028249701630300016,2415.5864914190624,5,MISMATCH,"mahotas 1.4.18 features.zernike_moments(radius=4, degree=9)",tests/test_data.h shape2d_morphology_intensity*shape2d_morphology_mask,"Direct built-in Zernike moments, but normalization/order convention differs from current Nyxus ZERNIKE2D."
Remaining 2D Zernike,ZERNIKE2D[16],0.016507094944884948,0.064743050470104466,0.048235955525219518,292.21347357771384,5,MISMATCH,"mahotas 1.4.18 features.zernike_moments(radius=4, degree=9)",tests/test_data.h shape2d_morphology_intensity*shape2d_morphology_mask,"Direct built-in Zernike moments, but normalization/order convention differs from current Nyxus ZERNIKE2D."
Remaining 2D Zernike,ZERNIKE2D[17],0.10703041567067684,0.14108029344272974,0.0340498777720529,31.813272478377897,5,MISMATCH,"mahotas 1.4.18 features.zernike_moments(radius=4, degree=9)",tests/test_data.h shape2d_morphology_intensity*shape2d_morphology_mask,"Direct built-in Zernike moments, but normalization/order convention differs from current Nyxus ZERNIKE2D."
Remaining 2D Zernike,ZERNIKE2D[18],0.021302528534918392,0.090092075329409951,0.068789546794491563,322.91728506188383,5,MISMATCH,"mahotas 1.4.18 features.zernike_moments(radius=4, degree=9)",tests/test_data.h shape2d_morphology_intensity*shape2d_morphology_mask,"Direct built-in Zernike moments, but normalization/order convention differs from current Nyxus ZERNIKE2D."
Remaining 2D Zernike,ZERNIKE2D[19],0.00061791897183974015,0.01383462109721036,0.013216702125370619,2138.9053788104802,5,MISMATCH,"mahotas 1.4.18 features.zernike_moments(radius=4, degree=9)",tests/test_data.h shape2d_morphology_intensity*shape2d_morphology_mask,"Direct built-in Zernike moments, but normalization/order convention differs from current Nyxus ZERNIKE2D."
Remaining 2D Zernike,ZERNIKE2D[20],0.10313303720229962,0.11683654532848552,0.013703508126185898,13.287214745073312,5,MISMATCH,"mahotas 1.4.18 features.zernike_moments(radius=4, degree=9)",tests/test_data.h shape2d_morphology_intensity*shape2d_morphology_mask,"Direct built-in Zernike moments, but normalization/order convention differs from current Nyxus ZERNIKE2D."
Remaining 2D Zernike,ZERNIKE2D[21],0.23275354391334316,0.058725504684661645,0.17402803922868151,74.769232855794527,5,MISMATCH,"mahotas 1.4.18 features.zernike_moments(radius=4, degree=9)",tests/test_data.h shape2d_morphology_intensity*shape2d_morphology_mask,"Direct built-in Zernike moments, but normalization/order convention differs from current Nyxus ZERNIKE2D."
Remaining 2D Zernike,ZERNIKE2D[22],0.08692094259111556,0.12743551475433865,0.040514572163223087,46.610829284039767,5,MISMATCH,"mahotas 1.4.18 features.zernike_moments(radius=4, degree=9)",tests/test_data.h shape2d_morphology_intensity*shape2d_morphology_mask,"Direct built-in Zernike moments, but normalization/order convention differs from current Nyxus ZERNIKE2D."
Remaining 2D Zernike,ZERNIKE2D[23],0.0063362223871874139,0.066245127075466537,0.05990890468827912,945.49876925756212,5,MISMATCH,"mahotas 1.4.18 features.zernike_moments(radius=4, degree=9)",tests/test_data.h shape2d_morphology_intensity*shape2d_morphology_mask,"Direct built-in Zernike moments, but normalization/order convention differs from current Nyxus ZERNIKE2D."
Remaining 2D Zernike,ZERNIKE2D[24],0.00016460740533666494,0.0090067851158614348,0.0088421777105247706,5371.6767434856401,5,MISMATCH,"mahotas 1.4.18 features.zernike_moments(radius=4, degree=9)",tests/test_data.h shape2d_morphology_intensity*shape2d_morphology_mask,"Direct built-in Zernike moments, but normalization/order convention differs from current Nyxus ZERNIKE2D."
Remaining 2D Zernike,ZERNIKE2D[25],0.085700825034398798,0.084099647114347656,0.0016011779200511417,1.8683343123108291,5,PASS,"mahotas 1.4.18 features.zernike_moments(radius=4, degree=9)",tests/test_data.h shape2d_morphology_intensity*shape2d_morphology_mask,"Direct built-in Zernike moments, but normalization/order convention differs from current Nyxus ZERNIKE2D."
Remaining 2D Zernike,ZERNIKE2D[26],0.15183975656312645,0.11594628843106841,0.035893468132058043,23.639044835491127,5,MISMATCH,"mahotas 1.4.18 features.zernike_moments(radius=4, degree=9)",tests/test_data.h shape2d_morphology_intensity*shape2d_morphology_mask,"Direct built-in Zernike moments, but normalization/order convention differs from current Nyxus ZERNIKE2D."
Remaining 2D Zernike,ZERNIKE2D[27],0.052012830525298454,0.067250086396228537,0.015237255870930083,29.29518681648916,5,MISMATCH,"mahotas 1.4.18 features.zernike_moments(radius=4, degree=9)",tests/test_data.h shape2d_morphology_intensity*shape2d_morphology_mask,"Direct built-in Zernike moments, but normalization/order convention differs from current Nyxus ZERNIKE2D."
Remaining 2D Zernike,ZERNIKE2D[28],0.0045112452293896111,0.027585261878713786,0.023074016649324174,511.4777733429973,5,MISMATCH,"mahotas 1.4.18 features.zernike_moments(radius=4, degree=9)",tests/test_data.h shape2d_morphology_intensity*shape2d_morphology_mask,"Direct built-in Zernike moments, but normalization/order convention differs from current Nyxus ZERNIKE2D."
Remaining 2D Zernike,ZERNIKE2D[29],0.00015124210515210458,0.0039048510407024188,0.0037536089355503142,2481.8544622711379,5,MISMATCH,"mahotas 1.4.18 features.zernike_moments(radius=4, degree=9)",tests/test_data.h shape2d_morphology_intensity*shape2d_morphology_mask,"Direct built-in Zernike moments, but normalization/order convention differs from current Nyxus ZERNIKE2D."
